Flower group,Flower name,url,Containers,Flower Time,Flowers,Leaves,Life cycle,Miscellaneous,Plant Habit,Resistances,Soil pH Preferences,Suitable Locations,Sun Requirements,Uses,Wildlife Attractant,Flower Color,Inflorescence Height,Plant Spread,Awards and Recognitions,Parentage,Child plants,Plant Height,Fruit,Minimum cold hardiness,Propagation: Other methods,Propagation: Seeds,Toxicity,Bloom Size
asters,New England Aster (Symphyotrichum novae-angliae),https://garden.org/plants/view/75412/New-England-Aster-Symphyotrichum-novae-angliae/,Not suitable for containers,"Late summer or early fall, Fall",Showy,Fragrant,,Tolerates poor soil,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade","Cut Flower, Will Naturalize","Bees, Butterflies","Blue, Pink, Purple",,24 - 36 inches,,,,36 - 60 inches,,,"Cuttings: Stem, Division","Self fertile, Stratify seeds: 3 months at 40 degrees, Suitable for wintersowing, Sow in situ, Start indoors, Can handle transplanting, Other info: self seeds, rather prolifically",,"Under 1"""
asters,Aromatic Aster (Symphyotrichum oblongifolium 'October Skies'),https://garden.org/plants/view/126809/Aromatic-Aster-Symphyotrichum-oblongifolium-October-Skies/,,"Late summer or early fall, Fall",Showy,Fragrant,,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade","Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies",Blue,,12 - 24 inches,,,,12 - 36 inches,,,"Cuttings: Stem, Division","Sow in situ, Start indoors, Can handle transplanting",,"Under 1"""
asters,Blue Daisy (Felicia amelloides),https://garden.org/plants/view/76517/Blue-Daisy-Felicia-amelloides/,Needs excellent drainage in pots,"Summer, Late summer or early fall, Fall",Showy,,Perennial,,"Herb/Forb, Shrub",,,,Full Sun,"Cut Flower, Suitable as Annual",Bees,"Blue, White",,12 to 24 inches,,,,12 to 24 inches,,Zone 10a -1.1 °C (30 °F) to +1.7 °C (35 °F),"Cuttings: Stem, Division","Sow in situ, Start indoors, Can handle transplanting",,"1""-2"""
asters,Aster (Aster x frikartii Wonder of Stafa),https://garden.org/plants/view/112389/Aster-Aster-x-frikartii-Wonder-of-Stafa/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Late fall or early winter",Showy,Fragrant,,,Herb/Forb,"Powdery Mildew, Rabbit Resistant",,Xeriscapic,Full Sun,"Provides winter interest, Cut Flower, Will Naturalize","Bees, Birds, Butterflies","Lavender, Purple",,24 - 36 inches,"RHS AGM, Other: 2007 Great Plant Picks award winner",,,24 - 36 inches,,,Division,,,"2""-3"""
asters,New England Aster (Symphyotrichum novae-angliae 'Andenken an Alma Pötschke'),https://garden.org/plants/view/75413/New-England-Aster-Symphyotrichum-novae-angliae-Andenken-an-Alma-P-tschke/,,"Late summer or early fall, Fall",Showy,,,Tolerates poor soil,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade","Water gardens, Cut Flower","Bees, Butterflies",Pink,,12 - 24 inches,,,,24 - 48 inches,Showy,,"Cuttings: Stem, Division","Self fertile, Sow in situ, Start indoors, Can handle transplanting, Will not come true from seed",,"Under 1"""
astilbe,Chinese Astilbe (Astilbe rubra),https://garden.org/plants/view/86749/Chinese-Astilbe-Astilbe-rubra/,,Late summer or early fall,Showy,,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",,Bees,Pink,,15-18 inches,,,,12-24 inches,,,Division,,,
astilbe,Astilbe 'Fanal',https://garden.org/plants/view/75434/Astilbe-Fanal/,,Summer,Showy,"Unusual foliage color, Other: Emerge bronze then turn red tinged dark green.",Perennial,,Herb/Forb,Drought tolerant,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",Cut Flower,Bees,Other: Dark Red,,9 to 12 inches (23-30cm),RHS AGM,,one child plant,15 to 18 inches (38-45cm),,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Division, Other: Divide every 3-4 years when overcrowding occurs.",,,
astilbe,Astilbe 'Rheinland',https://garden.org/plants/view/75454/Astilbe-Rheinland/,,Late spring or early summer,Showy,,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",,Bees,Pink,,18 to 24 inches (45-60cm),RHS AGM,,,18 to 24 inches (45-60cm),,,"Division, Other: Divide every 3-4 years.",,,
astilbe,Astilbe 'Peach Blossom',https://garden.org/plants/view/75455/Astilbe-Peach-Blossom/,,Late spring or early summer,Showy,,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",,Bees,Other: Peach pink,,12 to 18 inches (30-45cm),,,,20 to 24 inches (50-60cm),,,"Division, Other: Divide every 3-4 years when overcrowding occurs.",,,
astilbe,Astilbe 'Straussenfeder',https://garden.org/plants/view/75458/Astilbe-Straussenfeder/,,"Late spring or early summer, Summer",Showy,,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",,Bees,Pink,,1 to 2 feet (30-60cm),RHS AGM,,,30 to 36 inches (75-90cm),,,"Division, Other: Divide every 3-4 years when overcrowding occurs.",,,
astilbe,Dwarf Chinese Astilbe (Astilbe rubra 'Pumila'),https://garden.org/plants/view/92528/Dwarf-Chinese-Astilbe-Astilbe-rubra-Pumila/,,"Late spring or early summer, Summer",Showy,,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade","Groundcover, Cut Flower",Bees,Mauve,,9 to 12 inches (23-30cm),RHS AGM,,one child plant,9 to 12 inches (23-30cm),,,"Division, Other: Divide every 3-4 years when overcrowding occurs.",,,
astilbe,Astilbe 'Icecream',https://garden.org/plants/view/232445/Astilbe-Icecream/,,,Showy,,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",,Bees,,,,,,,,,,Division,,,
astilbe,False Goat's Beard (Astilbe Younique Cerise™),https://garden.org/plants/view/232535/False-Goats-Beard-Astilbe-Younique-Cerise/,,,Showy,,Perennial,"Patent/Plant Breeders' Rights: PP20,661 (2009)",Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",,Bees,,,,,A. x arendsii sdlg. x A. japonica sdlg.,,,,,Division,,,
astilbe,Astilbes (Astilbe),https://garden.org/plants/view/242590/Astilbes-Astilbe/,,,Showy,,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Partial or Dappled Shade, Partial Shade to Full Shade",,Bees,,,,,,,,,,Division,,,
babysbreath,Baby's Breaths (Gypsophila elegans),https://garden.org/plants/view/126348/Babys-Breaths-Gypsophila-elegans/,,"Late spring or early summer, Summer, Late summer or early fall, Fall",Showy,,Annual,,,,,,Full Sun,"Cut Flower, Dried Flower",,White,,12 inches (30cm),,,,12 to 18 inches (30-45cm),,,,"Depth to plant seed: cover the seeds thinly, Sow in situ, Start indoors, Can handle transplanting",,"Under 1"""
babysbreath,Baby's Breath (Gypsophila elegans 'Kermesina'),https://garden.org/plants/view/786487/Babys-Breath-Gypsophila-elegans-Kermesina/,,"Late spring or early summer, Summer, Late summer or early fall, Fall",Showy,,Annual,,,,,,Full Sun,"Cut Flower, Dried Flower",,White,,12 inches (30cm),,,,12 to 18 inches (30-45cm),,,,"Depth to plant seed: cover the seeds thinly, Sow in situ, Start indoors, Can handle transplanting",,"Under 1"""
babysbreath,Baby's Breath (Gypsophila elegans 'Covent Garden'),https://garden.org/plants/view/86733/Babys-Breath-Gypsophila-elegans-Covent-Garden/,"Suitable in 1 gallon, Suitable for hanging baskets","Late spring or early summer, Summer, Late summer or early fall, Fall","Showy, Fragrant",Fragrant,Annual,,Herb/Forb,,,,Full Sun,"Cut Flower, Dried Flower",Bees,White,,12 inches (30cm),,,,12 to 18 inches (30-45cm),,,,"Depth to plant seed: cover the seeds thinly, Sow in situ, Start indoors, Can handle transplanting",,"Under 1"""
baptisia,Wild Indigo (Baptisia 'Brownie Points'),https://garden.org/plants/view/707899/Wild-Indigo-Baptisia-Brownie-Points/,,,Showy,,Perennial,,Herb/Forb,,,,,,,,,,,,,,,,,,,
baptisia,Wild Indigo (Baptisia 'Lemon Meringue'),https://garden.org/plants/view/232637/Wild-Indigo-Baptisia-Lemon-Meringue/,Not suitable for containers,"Spring, Late spring or early summer",Showy,Unusual foliage color,Perennial,"Tolerates poor soil, Patent/Plant Breeders' Rights: USPP 24,280; Can PBRAF",Herb/Forb,,,Xeriscapic,Full Sun,,"Bees, Butterflies, Hummingbirds",Yellow,,24 - 36 inches,,,,24 - 36 inches,Showy,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Cuttings: Stem,Will not come true from seed,,
baptisia,Blue Wild Indigo (Baptisia australis),https://garden.org/plants/view/75501/Blue-Wild-Indigo-Baptisia-australis/,Not suitable for containers,"Spring, Late spring or early summer",Showy,Unusual foliage color,Perennial,Tolerates poor soil,Herb/Forb,"Deer Resistant, Rabbit Resistant, Humidity tolerant, Salt tolerant",,,"Full Sun, Full Sun to Partial Shade",Will Naturalize,"Bees, Butterflies, Hummingbirds, Other Beneficial Insects: Ladybugs",Blue,,36 to 48 inches,"RHS AGM, Other: 2011 Great Plant Picks award winner. 2010 Perennial Plant Association Plant of the Year",,,36 to 48 inches,Showy,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Cuttings: Stem,"Stratify seeds, Scarify seeds, Suitable for wintersowing",,"Under 1"""
baptisia,Wild Indigo (Baptisia 'Pink Lemonade'),https://garden.org/plants/view/736451/Wild-Indigo-Baptisia-Pink-Lemonade/,,Late spring or early summer,Showy,,Perennial,"Tolerates poor soil, Patent/Plant Breeders' Rights: PPAF; CPBRAF",Herb/Forb,"Deer Resistant, Drought tolerant",,,"Full Sun, Full Sun to Partial Shade","Cut Flower, Dried Flower",Bees,Other: Yellow ages to dusty raspberry purple and looks like a bi-color on the plant. Charcoal stems.,,36 - 48 inches,,,,36 - 48 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,"Under 1"""
baptisia,Baptisias (Baptisia),https://garden.org/plants/view/536505/Baptisias-Baptisia/,,,Showy,,Perennial,,Herb/Forb,,,,,,,,,,,,,,,,,,,
basil,African Blue Basil (Ocimum 'African Blue'),https://garden.org/plants/view/87159/African-Blue-Basil-Ocimum-African-Blue/,Suitable in 3 gallon or larger,"Late spring or early summer, Summer, Late summer or early fall, Fall",Showy,"Unusual foliage color, Fragrant",Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,"Full Sun, Full Sun to Partial Shade",Culinary Herb,"Bees, Butterflies","Lavender, Mauve",,2-3 feet,,Ocimum kilimandscharicum x Dark Opal,,2-3 feet,,Zone 10a -1.1 °C (30 °F) to +1.7 °C (35 °F),"Cuttings: Stem, Cuttings: Tip","Will not come true from seed, Other info: This cultivar is sterile and does not form seeds",,"Under 1"""
basil,Basils (Ocimum),https://garden.org/plants/view/588177/Basils-Ocimum/,,,,,,,,,,,,,,,,,,,,,,,,,,
basil,Sweet Basil (Ocimum basilicum),https://garden.org/plants/view/78025/Sweet-Basil-Ocimum-basilicum/,Suitable in 1 gallon,Summer,Inconspicuous,Fragrant,Annual,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade",Culinary Herb,,White,,,,,,,,,,"Sow in situ, Start indoors, Can handle transplanting",,"Under 1"""
basil,Basil (Ocimum basilicum 'Cardinal'),https://garden.org/plants/view/661951/Basil-Ocimum-basilicum-Cardinal/,Suitable in 3 gallon or larger,"Late spring or early summer, Summer, Late summer or early fall",,,Annual,,Herb/Forb,Drought tolerant,,,Full Sun,"Culinary Herb, Cut Flower","Bees, Birds, Butterflies",Red,,12 -18 inches,,,,24 - 30 inches,,,,"Days to germinate: 5 to 10 days, Depth to plant seed: Barely cover, Start indoors, Can handle transplanting",,"Under 1"""
basil,Dark Opal Basil (Ocimum basilicum 'Purpurascens'),https://garden.org/plants/view/87068/Dark-Opal-Basil-Ocimum-basilicum-Purpurascens/,,"Summer, Late summer or early fall",,Fragrant,Annual,,Herb/Forb,,,,Full Sun to Partial Shade,,,Pink,,12-18 inches,,,,18-24 inches,,,,Provide light,,
basil,Genovese Basil (Ocimum basilicum 'Dolce Fresca'),https://garden.org/plants/view/672112/Genovese-Basil-Ocimum-basilicum-Dolce-Fresca/,,Late spring or early summer,Showy,Fragrant,Perennial,,Herb/Forb,Deer Resistant,,Houseplant,Full Sun,Culinary Herb,"Bees, Butterflies",White,,10-12 inches,AAS (All-America Selection®): 2015,,,12 -14 inches,,Zone 10b +1.7 °C (35 °F) to +4.4 °C (40 °F),,,,"Under 1"""
basil,Basil (Ocimum basilicum 'Emily'),https://garden.org/plants/view/678724/Basil-Ocimum-basilicum-Emily/,,,,,,,,,,,,,,,,,,,,,,,,,,
basil,Purple Basil (Ocimum basilicum 'Purple Delight'),https://garden.org/plants/view/108145/Purple-Basil-Ocimum-basilicum-Purple-Delight/,,,,,Annual,,Herb/Forb,,,,Full Sun,Culinary Herb,,,,12-18 inches,,,,18-24 inches,,,,,,
basil,Holy Basil (Ocimum tenuiflorum 'Green Sacred'),https://garden.org/plants/view/108174/Holy-Basil-Ocimum-tenuiflorum-Green-Sacred/,,,,,,,,,,,,,,,,,,,,,,,,,,
beans,Bush Bean (Phaseolus vulgaris 'Royal Burgundy'),https://garden.org/plants/view/149663/Bush-Bean-Phaseolus-vulgaris-Royal-Burgundy/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beans,Snap Bean (String (Phaseolus vulgaris 'Blue Lake Bush #274'),https://garden.org/plants/view/98993/Snap-Bean-String-Phaseolus-vulgaris-Blue-Lake-Bush-274/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beans,Dry Bean (Phaseolus vulgaris 'Good Mother Stallard'),https://garden.org/plants/view/98301/Dry-Bean-Phaseolus-vulgaris-Good-Mother-Stallard/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beans,Bush Bean (Phaseolus vulgaris 'Topcrop'),https://garden.org/plants/view/99531/Bush-Bean-Phaseolus-vulgaris-Topcrop/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beans,Snap Bean (String (Phaseolus vulgaris 'Wren's Egg'),https://garden.org/plants/view/99581/Snap-Bean-String-Phaseolus-vulgaris-Wrens-Egg/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beans,Common Bean (Phaseolus vulgaris 'Contender'),https://garden.org/plants/view/99602/Common-Bean-Phaseolus-vulgaris-Contender/,,,,,Annual,,"Herb/Forb, Vine",,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,Bees,,,12- 15 inches,,Commodore x Streamliner x United States 5 Refugee,,18-24 inches,,,,"Self fertile, Sow in situ",,
beans,Bean (Phaseolus vulgaris 'Cherokee Trail of Tears'),https://garden.org/plants/view/550805/Bean-Phaseolus-vulgaris-Cherokee-Trail-of-Tears/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beans,Snap Bean (String (Phaseolus vulgaris 'Black Seeded Blue Lake'),https://garden.org/plants/view/98991/Snap-Bean-String-Phaseolus-vulgaris-Black-Seeded-Blue-Lake/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beans,Green Bean (Phaseolus vulgaris 'Trionfo Violetto'),https://garden.org/plants/view/99533/Green-Bean-Phaseolus-vulgaris-Trionfo-Violetto/,,,,,Annual,,"Herb/Forb, Vine",,,,Full Sun,Vegetable,Bees,,,,,,,,,,,"Self fertile, Sow in situ",,
beautyberries,American Beautyberry (Callicarpa americana),https://garden.org/plants/view/74964/American-Beautyberry-Callicarpa-americana/,Not suitable for containers,"Late spring or early summer, Summer",Showy,"Deciduous, Other: leaves are a favorite of white tailed deer",Perennial,Monoecious,Shrub,"Drought tolerant, Salt tolerant","Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",Xeriscapic,"Full Sun, Full Sun to Partial Shade",Will Naturalize,"Bees, Birds, Butterflies","Pink, White",,"3 feet - 6 feet, to 10 feet",Other: 2008 Oklahoma Proven! plant selection,,,"3 feet - 6 feet, to 10 feet","Showy, Edible to birds",Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),"Cuttings: Tip, Cuttings: Root, Division","Stratify seeds: if planting indoors, cold moist for 90 days, Sow in situ",,"Under 1"""
beautyberries,Beautyberry (Callicarpa dichotoma 'Early Amethyst'),https://garden.org/plants/view/75660/Beautyberry-Callicarpa-dichotoma-Early-Amethyst/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots",Summer,"Showy, Blooms on new wood",Deciduous,Perennial,,Shrub,Deer Resistant,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun to Partial Shade,Windbreak or Hedge,"Birds, Butterflies","Purple, Other: Lavender-pink.",,4 to 5 feet (1.2-1.5m),,,,3 to 4 feet (.9-1.2m),"Showy, Edible to birds, Other: Clusters of 1/8 inch glossy purple berries",Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,"Under 1"""
beebalms,Lemon Bee Balm (Monarda citriodora),https://garden.org/plants/view/77838/Lemon-Bee-Balm-Monarda-citriodora/,,"Spring, Late spring or early summer, Summer, Late summer or early fall","Showy, Fragrant",Fragrant,Annual,,Herb/Forb,Deer Resistant,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",Xeriscapic,Full Sun to Partial Shade,"Culinary Herb, Medicinal Herb, Will Naturalize, Suitable as Annual","Bees, Butterflies, Hummingbirds",Other: Lavender to pink to white,,9 to 12 inches,,,,12 to 30 inches,,,"Cuttings: Stem, Cuttings: Root, Division","Self fertile, Sow in situ, Other info: Readily self-seeds. Rake into loose soil fall or early spring.",,
beebalms,Bee Balm (Monarda didyma 'Jacob Cline'),https://garden.org/plants/view/112732/Bee-Balm-Monarda-didyma-Jacob-Cline/,,"Summer, Late summer or early fall, Fall, Other: Deadheading flowers ensures more flowering throughout the season.","Showy, Fragrant","Unusual foliage color, Fragrant",Perennial,,Herb/Forb,"Powdery Mildew, Deer Resistant, Rabbit Resistant",,,Full Sun to Partial Shade,Medicinal Herb,"Bees, Birds, Butterflies, Hummingbirds",Red,,2 to 3 feet (60-91cm),,,one child plant,3 to 4 feet (.9-1.2m),,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Stem, Cuttings: Root, Division, Other: Divide every 3-4 years or when overcrowding occurs.","Self fertile, Suitable for wintersowing, Can handle transplanting",,"3""-4"""
beebalms,Bee Balm (Monarda 'Trinity Purple'),https://garden.org/plants/view/791097/Bee-Balm-Monarda-Trinity-Purple/,,"Late spring or early summer, Summer, Late summer or early fall","Showy, Fragrant",Fragrant,Perennial,,Herb/Forb,"Deer Resistant, Drought tolerant",Neutral (6.6 – 7.3),Xeriscapic,"Full Sun, Full Sun to Partial Shade",Medicinal Herb,"Bees, Butterflies, Hummingbirds",Purple,,,,,,,,,"Cuttings: Stem, Cuttings: Root, Division",,,
beebalms,Bee Balm (Monarda didyma),https://garden.org/plants/view/77839/Bee-Balm-Monarda-didyma/,,"Late spring or early summer, Summer, Late summer or early fall, Other: Deadhead flowers to prolong bloom period.",Showy,"Deciduous, Fragrant",Perennial,,Herb/Forb,Humidity tolerant,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,"Full Sun, Full Sun to Partial Shade","Culinary Herb, Medicinal Herb, Cut Flower, Will Naturalize","Bees, Butterflies, Hummingbirds",Red,,2 to 3 feet,,,,Normally 2 to 3 feet in height but may grow to 6 feet.,Other: Tan to brown pods.,,"Cuttings: Stem, Cuttings: Root, Division, Stolons and runners","Self fertile, Needs specific temperature: 60ºF - 70ºF., Days to germinate: 2 to 4 weeks., Depth to plant seed: Shallowly sow, lightly covering with a thin layer of soil.",,"1""-2"""
